Run,Assay Type,BioProject,BioSample,Center Name,Collection_Date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Bytes
ERR2017451,WGS,PRJEB21528,SAMEA104142330,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077033,SAMEA104142330,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001830-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142330,N079,Illumina,ERP023788,N079,"sra,fastq","s3,ena","ena,s3.us-east-1",178,4146758561,3104398967
ERR2017452,WGS,PRJEB21528,SAMEA104142327,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077034,SAMEA104142327,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001833-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142327,N082,Illumina,ERP023788,N082,"fastq,sra","ena,s3","s3.us-east-1,ena",178,3212074089,2398123916
ERR2017453,WGS,PRJEB21528,SAMEA104142337,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077035,SAMEA104142337,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001815-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142337,N083,Illumina,ERP023788,N083,"sra,fastq","ena,s3","ena,s3.us-east-1",178,3182519224,2330129299
ERR2017454,WGS,PRJEB21528,SAMEA104142341,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077036,SAMEA104142341,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001808-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142341,N084,Illumina,ERP023788,N084,"sra,fastq","s3,ena","s3.us-east-1,ena",177,4490794867,3518027649
ERR2017455,WGS,PRJEB21528,SAMEA104142339,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077037,SAMEA104142339,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001813-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142339,N085,Illumina,ERP023788,N085,"sra,fastq","ena,s3","ena,s3.us-east-1",177,4500463219,3524344963
ERR2017456,WGS,PRJEB21528,SAMEA104142328,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077038,SAMEA104142328,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001832-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142328,N086,Illumina,ERP023788,N086,"sra,fastq","ena,s3","s3.us-east-1,ena",178,3589582235,2585013987
ERR2017457,WGS,PRJEB21528,SAMEA104142329,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077039,SAMEA104142329,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001831-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142329,N087,Illumina,ERP023788,N087,"fastq,sra","ena,s3","ena,s3.us-east-1",178,4160051427,3160106962
ERR2017458,WGS,PRJEB21528,SAMEA104142333,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077040,SAMEA104142333,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001824-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142333,N088,Illumina,ERP023788,N088,"sra,fastq","s3,ena","ena,s3.us-east-1",176,4224718629,3329824928
ERR2017459,WGS,PRJEB21528,SAMEA104142335,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077041,SAMEA104142335,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001818-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142335,N089,Illumina,ERP023788,N089,"fastq,sra","ena,s3","s3.us-east-1,ena",178,3096538911,2243440114
ERR2017460,WGS,PRJEB21528,SAMEA104142334,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077042,SAMEA104142334,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001823-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142334,N103,Illumina,ERP023788,N103,"fastq,sra","s3,ena","s3.us-east-1,ena",178,3294084430,2357072994
ERR2017461,WGS,PRJEB21528,SAMEA104142222,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077043,SAMEA104142222,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020744-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142222,N109,Illumina,ERP023788,N109,"fastq,sra","s3,ena","s3.us-east-1,ena",192,6419198784,5321471129
ERR2017462,WGS,PRJEB21528,SAMEA104142236,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077044,SAMEA104142236,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020712-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142236,N110,Illumina,ERP023788,N110,"fastq,sra","s3,ena","ena,s3.us-east-1",191,7017770804,5817896765
ERR2017463,WGS,PRJEB21528,SAMEA104142235,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077045,SAMEA104142235,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020713-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142235,N111,Illumina,ERP023788,N111,"sra,fastq","ena,s3","ena,s3.us-east-1",194,6880006608,5624088274
ERR2017464,WGS,PRJEB21528,SAMEA104142234,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077046,SAMEA104142234,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020714-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142234,N115,Illumina,ERP023788,N115,"fastq,sra","s3,ena","ena,s3.us-east-1",194,5267228529,4293367786
ERR2017465,WGS,PRJEB21528,SAMEA104142233,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077047,SAMEA104142233,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020715-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142233,N116,Illumina,ERP023788,N116,"sra,fastq","ena,s3","s3.us-east-1,ena",194,6268249680,5068682315
ERR2017466,WGS,PRJEB21528,SAMEA104142232,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077048,SAMEA104142232,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020716-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142232,N117,Illumina,ERP023788,N117,"sra,fastq","ena,s3","ena,s3.us-east-1",193,7403463882,6115976094
ERR2017467,WGS,PRJEB21528,SAMEA104142231,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077049,SAMEA104142231,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020717-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142231,N118,Illumina,ERP023788,N118,"fastq,sra","ena,s3","s3.us-east-1,ena",195,6495628206,5240104429
ERR2017468,WGS,PRJEB21528,SAMEA104142230,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077050,SAMEA104142230,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020718-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142230,N121,Illumina,ERP023788,N121,"fastq,sra","ena,s3","ena,s3.us-east-1",195,7318534463,5899669447
ERR2017469,WGS,PRJEB21528,SAMEA104142229,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077051,SAMEA104142229,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020719-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142229,N123,Illumina,ERP023788,N123,"sra,fastq","s3,ena","ena,s3.us-east-1",192,5316398787,4404395081
ERR2017470,WGS,PRJEB21528,SAMEA104142228,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077052,SAMEA104142228,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020720-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142228,N124,Illumina,ERP023788,N124,"sra,fastq","ena,s3","ena,s3.us-east-1",196,6054507846,4819904518
ERR2017471,WGS,PRJEB21528,SAMEA104142227,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077053,SAMEA104142227,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020721-30,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142227,N125,Illumina,ERP023788,N125,"fastq,sra","ena,s3","ena,s3.us-east-1",197,5715925247,4360229384
ERR2017472,WGS,PRJEB21528,SAMEA104142375,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077054,SAMEA104142375,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001157-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142375,N1260,Illumina,ERP023788,N1260,"sra,fastq","s3,ena","ena,s3.us-east-1",197,6208649450,4607488859
ERR2017473,WGS,PRJEB21528,SAMEA104142376,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077055,SAMEA104142376,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001158-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142376,N1261,Illumina,ERP023788,N1261,"fastq,sra","s3,ena","ena,s3.us-east-1",197,6136210918,4584241424
ERR2017474,WGS,PRJEB21528,SAMEA104142377,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077056,SAMEA104142377,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001159-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142377,N1262,Illumina,ERP023788,N1262,"sra,fastq","s3,ena","s3.us-east-1,ena",196,5491964052,4140237460
ERR2017475,WGS,PRJEB21528,SAMEA104142378,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077057,SAMEA104142378,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001160-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142378,N1263,Illumina,ERP023788,N1263,"fastq,sra","ena,s3","ena,s3.us-east-1",197,6759762990,5025811285
ERR2017476,WGS,PRJEB21528,SAMEA104142472,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077058,SAMEA104142472,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001161-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142472,N1264,Illumina,ERP023788,N1264,"fastq,sra","s3,ena","ena,s3.us-east-1",195,5898728314,4670414343
ERR2017477,WGS,PRJEB21528,SAMEA104142379,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077059,SAMEA104142379,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001162-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142379,N1265,Illumina,ERP023788,N1265,"sra,fastq","s3,ena","s3.us-east-1,ena",197,5218342936,3855916467
ERR2017478,WGS,PRJEB21528,SAMEA104142380,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077060,SAMEA104142380,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001163-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142380,N1266,Illumina,ERP023788,N1266,"sra,fastq","s3,ena","ena,s3.us-east-1",195,5398404280,4098404368
ERR2017479,WGS,PRJEB21528,SAMEA104142381,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077061,SAMEA104142381,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001164-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142381,N1267,Illumina,ERP023788,N1267,"sra,fastq","s3,ena","ena,s3.us-east-1",197,5533465758,4128214396
ERR2017480,WGS,PRJEB21528,SAMEA104142449,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077062,SAMEA104142449,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001176-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142449,N1268,Illumina,ERP023788,N1268,fastq,ena,ena,,,
ERR2017481,WGS,PRJEB21528,SAMEA104142382,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077063,SAMEA104142382,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001165-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142382,N1269,Illumina,ERP023788,N1269,"fastq,sra","ena,s3","s3.us-east-1,ena",197,6186856376,4574625364
ERR2017482,WGS,PRJEB21528,SAMEA104142383,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077064,SAMEA104142383,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001166-22,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142383,N1270,Illumina,ERP023788,N1270,"sra,fastq","ena,s3","s3.us-east-1,ena",197,5791616368,4319546770
ERR2017483,WGS,PRJEB21528,SAMEA104142384,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077065,SAMEA104142384,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001167-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142384,N1271,Illumina,ERP023788,N1271,"fastq,sra","s3,ena","ena,s3.us-east-1",197,6082655666,4507655699
ERR2017484,WGS,PRJEB21528,SAMEA104142385,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077066,SAMEA104142385,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001168-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142385,N1272,Illumina,ERP023788,N1272,"fastq,sra","ena,s3","ena,s3.us-east-1",197,5887685506,4394349922
ERR2017485,WGS,PRJEB21528,SAMEA104142386,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077067,SAMEA104142386,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001169-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142386,N1273,Illumina,ERP023788,N1273,"sra,fastq","ena,s3","s3.us-east-1,ena",197,5846151618,4317870352
ERR2017486,WGS,PRJEB21528,SAMEA104142387,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077068,SAMEA104142387,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001170-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142387,N1274,Illumina,ERP023788,N1274,"sra,fastq","ena,s3","ena,s3.us-east-1",197,5987271678,4416919930
ERR2017487,WGS,PRJEB21528,SAMEA104142388,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077069,SAMEA104142388,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001171-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142388,N1275,Illumina,ERP023788,N1275,"fastq,sra","s3,ena","s3.us-east-1,ena",197,5431652132,4016026676
ERR2017488,WGS,PRJEB21528,SAMEA104142389,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077070,SAMEA104142389,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001172-31,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142389,N1276,Illumina,ERP023788,N1276,fastq,ena,ena,,,
ERR2017489,WGS,PRJEB21528,SAMEA104142390,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077071,SAMEA104142390,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001173-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142390,N1277,Illumina,ERP023788,N1277,"fastq,sra","ena,s3","ena,s3.us-east-1",197,5647370814,4202612813
ERR2017490,WGS,PRJEB21528,SAMEA104142391,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077072,SAMEA104142391,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001174-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142391,N1279,Illumina,ERP023788,N1279,"fastq,sra","s3,ena","ena,s3.us-east-1",197,5962864146,4397163154
ERR2017491,WGS,PRJEB21528,SAMEA104142226,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077073,SAMEA104142226,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020723-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142226,N127,Illumina,ERP023788,N127,"sra,fastq","s3,ena","ena,s3.us-east-1",196,6879897280,5321266899
