cazy_family	phylum	meanCopyNumber	prevalence
CBM34		0.4138847858197932	0.28537666174298376
CBM35	Proteobacteria	0.05883502736512901	0.05619624706802189
CBM35	Firmicutes	0.0726678848050709	0.0653752243584561
CBM35	Candidatus Melainabacteria	0	0
CBM35	Chloroflexi	0.001607717041800643	0.001607717041800643
CBM35	Actinobacteria	0.029154518950437316	0.028425655976676383
CBM35	Spirochaetes	0	0
CBM35	Lentisphaerae	0	0
CBM35	Euryarchaeota	0	0
CBM35	Fusobacteria	0	0
CBM35	Synergistetes	0	0
CBM35	Tenericutes	0	0
CBM35	Fibrobacteres	1	1
CBM35	Elusimicrobia	0	0
CBM35	Verrucomicrobia	0	0
CBM35	Bacteroidetes	0.2685255409324113	0.12451483381664065
CBM35	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM35	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM35	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CBM35		0.10251107828655835	0.0673559822747415
CBM36	Proteobacteria	0	0
CBM36	Firmicutes	0.009394757692867423	0.00934624775641544
CBM36	Candidatus Melainabacteria	0	0
CBM36	Chloroflexi	0	0
CBM36	Actinobacteria	0	0
CBM36	Spirochaetes	0	0
CBM36	Lentisphaerae	0	0
CBM36	Euryarchaeota	0	0
CBM36	Fusobacteria	0	0
CBM36	Synergistetes	0	0
CBM36	Tenericutes	0	0
CBM36	Fibrobacteres	0	0
CBM36	Elusimicrobia	0	0
CBM36	Verrucomicrobia	0	0
CBM36	Bacteroidetes	4.461298237787196e-5	4.461298237787196e-5
CBM36	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM36	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM36	Bacteria phylum incertae sedis	0	0
CBM36		0.005908419497784343	0.005908419497784343
CBM37	Proteobacteria	0	0
CBM37	Firmicutes	0.013825331888815226	0.0052390731368141905
CBM37	Candidatus Melainabacteria	0	0
CBM37	Chloroflexi	0	0
CBM37	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
CBM37	Spirochaetes	0	0
CBM37	Lentisphaerae	0	0
CBM37	Euryarchaeota	0	0
CBM37	Fusobacteria	0	0
CBM37	Synergistetes	0	0
CBM37	Tenericutes	0	0
CBM37	Fibrobacteres	0	0
CBM37	Elusimicrobia	0	0
CBM37	Verrucomicrobia	0	0
CBM37	Bacteroidetes	1.3383894713361587e-4	1.338389471336159e-4
CBM37	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM37	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM37	Bacteria phylum incertae sedis	0	0
CBM37		0.008567208271787297	0.002363367799113737
CBM38	Proteobacteria	0.0022478498827208757	0.0021501172791243157
CBM38	Firmicutes	0.0030884659541096002	0.002199117119156574
CBM38	Candidatus Melainabacteria	0	0
CBM38	Chloroflexi	0.012861736334405145	0.012861736334405145
CBM38	Actinobacteria	7.288629737609329e-4	7.288629737609329e-4
CBM38	Spirochaetes	0	0
CBM38	Lentisphaerae	0	0
CBM38	Euryarchaeota	0	0
CBM38	Fusobacteria	0	0
CBM38	Synergistetes	0	0
CBM38	Tenericutes	0.07650273224043716	0.03825136612021858
CBM38	Fibrobacteres	0	0
CBM38	Elusimicrobia	0	0
CBM38	Verrucomicrobia	0.004888268156424581	0.004888268156424581
CBM38	Bacteroidetes	0.10185143876868169	0.07106848092795004
CBM38	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM38	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM38	Bacteria phylum incertae sedis	0.04342857142857143	0.026285714285714287
CBM38		0.02156573116691285	0.015066469719350073
CBM4	Proteobacteria	0.002052384675527756	0.0018569194683346365
CBM4	Firmicutes	0.13333764532768463	0.09347864754297172
CBM4	Candidatus Melainabacteria	0	0
CBM4	Chloroflexi	0	0
CBM4	Actinobacteria	0	0
CBM4	Spirochaetes	0.6190476190476191	0.32142857142857145
CBM4	Lentisphaerae	0.20512820512820512	0.20512820512820512
CBM4	Euryarchaeota	0	0
CBM4	Fusobacteria	0.40454545454545454	0.40454545454545454
CBM4	Synergistetes	0	0
CBM4	Tenericutes	0	0
CBM4	Fibrobacteres	2	1
CBM4	Elusimicrobia	0	0
CBM4	Verrucomicrobia	0	0
CBM4	Bacteroidetes	0.058175329020745035	0.05014499219272808
CBM4	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM4	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM4	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CBM4		0.08892171344165435	0.059379615952732646
CBM40	Proteobacteria	0.003616106333072713	0.003518373729476153
CBM40	Firmicutes	0.03222676778293421	0.02170011157285384
CBM40	Candidatus Melainabacteria	0	0
CBM40	Chloroflexi	0	0
CBM40	Actinobacteria	7.288629737609329e-4	7.288629737609329e-4
CBM40	Spirochaetes	0	0
CBM40	Lentisphaerae	0	0
CBM40	Euryarchaeota	0	0
CBM40	Fusobacteria	0	0
CBM40	Synergistetes	0	0
CBM40	Tenericutes	0	0
CBM40	Fibrobacteres	0	0
CBM40	Elusimicrobia	0	0
CBM40	Verrucomicrobia	0	0
CBM40	Bacteroidetes	4.4612982377871954e-5	4.461298237787196e-5
CBM40	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM40	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM40	Bacteria phylum incertae sedis	0	0
CBM40		0.03367799113737075	0.020974889217134418
CBM41	Proteobacteria	0.06890148553557467	0.0683150899139953
CBM41	Firmicutes	0.05066054363468784	0.04309299354817845
CBM41	Candidatus Melainabacteria	0	0
CBM41	Chloroflexi	0	0
CBM41	Actinobacteria	0.3075801749271137	0.22540087463556852
CBM41	Spirochaetes	0.4523809523809524	0.27976190476190477
CBM41	Lentisphaerae	0	0
CBM41	Euryarchaeota	0	0
CBM41	Fusobacteria	0.045454545454545456	0.045454545454545456
CBM41	Synergistetes	0	0
CBM41	Tenericutes	0	0
CBM41	Fibrobacteres	0	0
CBM41	Elusimicrobia	0	0
CBM41	Verrucomicrobia	0	0
CBM41	Bacteroidetes	4.4612982377871954e-5	4.461298237787196e-5
CBM41	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM41	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM41	Bacteria phylum incertae sedis	0	0
CBM41		0.03810930576070901	0.029542097488921712
CBM42	Proteobacteria	0	0
CBM42	Firmicutes	0.017948676487233802	0.016655078181847582
CBM42	Candidatus Melainabacteria	0	0
CBM42	Chloroflexi	0	0
CBM42	Actinobacteria	3.6443148688046647e-4	3.6443148688046647e-4
CBM42	Spirochaetes	0	0
CBM42	Lentisphaerae	0	0
CBM42	Euryarchaeota	0	0
CBM42	Fusobacteria	0	0
CBM42	Synergistetes	0	0
CBM42	Tenericutes	0	0
CBM42	Fibrobacteres	0	0
CBM42	Elusimicrobia	0	0
CBM42	Verrucomicrobia	0.002094972067039106	0.002094972067039106
CBM42	Bacteroidetes	0	0
CBM42	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM42	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM42	Bacteria phylum incertae sedis	0	0
CBM42		0.012112259970457902	0.012112259970457902
CBM43	Proteobacteria	0	0
CBM43	Firmicutes	0	0
CBM43	Candidatus Melainabacteria	0	0
CBM43	Chloroflexi	0	0
CBM43	Actinobacteria	0	0
CBM43	Spirochaetes	0	0
CBM43	Lentisphaerae	0	0
CBM43	Euryarchaeota	0	0
CBM43	Fusobacteria	0	0
CBM43	Synergistetes	0	0
CBM43	Tenericutes	0	0
CBM43	Fibrobacteres	0	0
CBM43	Elusimicrobia	0	0
CBM43	Verrucomicrobia	0	0
CBM43	Bacteroidetes	8.922596475574392e-5	8.922596475574392e-5
CBM43	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM43	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM43	Bacteria phylum incertae sedis	0	0
CBM43		0	0
CBM44	Proteobacteria	0.006841282251759187	0.006841282251759187
CBM44	Firmicutes	0.002199117119156574	0.002199117119156574
CBM44	Candidatus Melainabacteria	0	0
CBM44	Chloroflexi	0	0
CBM44	Actinobacteria	5.466472303206997e-4	3.6443148688046647e-4
CBM44	Spirochaetes	0.005952380952380952	0.005952380952380952
CBM44	Lentisphaerae	0	0
CBM44	Euryarchaeota	0.00202020202020202	0.00202020202020202
CBM44	Fusobacteria	0	0
CBM44	Synergistetes	0	0
CBM44	Tenericutes	0	0
CBM44	Fibrobacteres	0	0
CBM44	Elusimicrobia	0	0
CBM44	Verrucomicrobia	0	0
CBM44	Bacteroidetes	0	0
CBM44	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM44	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM44	Bacteria phylum incertae sedis	0	0
CBM44		0.0014771048744460858	0.0014771048744460858
CBM46	Proteobacteria	0	0
CBM46	Firmicutes	1.9403974580793298e-4	1.7786976699060524e-4
CBM46	Candidatus Melainabacteria	0	0
CBM46	Chloroflexi	0	0
CBM46	Actinobacteria	0	0
CBM46	Spirochaetes	0	0
CBM46	Lentisphaerae	0	0
CBM46	Euryarchaeota	0	0
CBM46	Fusobacteria	0	0
CBM46	Synergistetes	0	0
CBM46	Tenericutes	0	0
CBM46	Fibrobacteres	0	0
CBM46	Elusimicrobia	0	0
CBM46	Verrucomicrobia	0	0
CBM46	Bacteroidetes	0	0
CBM46	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM46	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM46	Bacteria phylum incertae sedis	0	0
CBM46		0	0
CBM47	Proteobacteria	0.0065480844409695075	0.0065480844409695075
CBM47	Firmicutes	6.953090891450933e-4	6.953090891450932e-4
CBM47	Candidatus Melainabacteria	0	0
CBM47	Chloroflexi	0	0
CBM47	Actinobacteria	0.002186588921282799	0.0020043731778425656
CBM47	Spirochaetes	0	0
CBM47	Lentisphaerae	0	0
CBM47	Euryarchaeota	0	0
CBM47	Fusobacteria	0	0
CBM47	Synergistetes	0	0
CBM47	Tenericutes	0	0
CBM47	Fibrobacteres	0	0
CBM47	Elusimicrobia	0	0
CBM47	Verrucomicrobia	0.002094972067039106	0.002094972067039106
CBM47	Bacteroidetes	0	0
CBM47	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM47	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM47	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CBM47		0.00029542097488921716	2.954209748892171e-4
CBM48	Proteobacteria	1.8254495699765443	0.6528537920250196
CBM48	Firmicutes	2.253205698300535	0.8848374108629917
CBM48	Candidatus Melainabacteria	0.42857142857142855	0.42857142857142855
CBM48	Chloroflexi	1.8263665594855305	0.9983922829581994
CBM48	Actinobacteria	2.2356049562682214	0.8270772594752187
CBM48	Spirochaetes	2.517857142857143	0.9285714285714286
CBM48	Lentisphaerae	1.5384615384615385	0.8974358974358975
CBM48	Euryarchaeota	0	0
CBM48	Fusobacteria	1.8954545454545455	0.9727272727272728
CBM48	Synergistetes	0.4642857142857143	0.4642857142857143
CBM48	Tenericutes	0.16393442622950818	0.08743169398907104
CBM48	Fibrobacteres	2	1
CBM48	Elusimicrobia	1.881578947368421	0.9868421052631579
CBM48	Verrucomicrobia	1.0125698324022345	0.928072625698324
CBM48	Bacteroidetes	2.670488512157038	0.9728753067142538
CBM48	Bacteria phylum [Firmicutes/Actinobacteria]	1.2222222222222223	0.7777777777777778
CBM48	Bacteria phylum [Proteobacteria/Firmicutes]	2.829113924050633	1
CBM48	Bacteria phylum incertae sedis	1.6022857142857143	0.8822857142857143
CBM48		2.0124076809453473	0.8389955686853766
CBM5	Proteobacteria	0.3278928850664582	0.24814308053166537
CBM5	Firmicutes	0.016331678605501027	0.010332616464272432
CBM5	Candidatus Melainabacteria	0	0
CBM5	Chloroflexi	0	0
CBM5	Actinobacteria	0.08764577259475219	0.08691690962099126
CBM5	Spirochaetes	0	0
CBM5	Lentisphaerae	0	0
CBM5	Euryarchaeota	0	0
CBM5	Fusobacteria	0	0
CBM5	Synergistetes	0	0
CBM5	Tenericutes	0	0
CBM5	Fibrobacteres	0	0
CBM5	Elusimicrobia	0	0
CBM5	Verrucomicrobia	0	0
CBM5	Bacteroidetes	2.230649118893598e-4	2.2306491188935982e-4
CBM5	Bacteria phylum [Firmicutes/Actinobacteria]	0.1111111111111111	0.1111111111111111
CBM5	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM5	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CBM5		0.020088626292466764	0.01536189069423929
CBM50	Proteobacteria	4.8738272087568415	0.9885652853792025
CBM50	Firmicutes	3.044402761832382	0.9670617531491034
CBM50	Candidatus Melainabacteria	1.7857142857142858	1
CBM50	Chloroflexi	4.466237942122186	1
CBM50	Actinobacteria	1.1138848396501457	0.8438411078717201
CBM50	Spirochaetes	5.273809523809524	0.9880952380952381
CBM50	Lentisphaerae	4.641025641025641	1
CBM50	Euryarchaeota	0.03636363636363636	0.028282828282828285
CBM50	Fusobacteria	1.8181818181818181	0.9727272727272728
CBM50	Synergistetes	0.9642857142857143	0.9285714285714286
CBM50	Tenericutes	3.939890710382514	0.9344262295081968
CBM50	Fibrobacteres	3	1
CBM50	Elusimicrobia	0	0
CBM50	Verrucomicrobia	2.6655027932960893	0.9993016759776536
CBM50	Bacteroidetes	4.859290653580191	0.9999107740352443
CBM50	Bacteria phylum [Firmicutes/Actinobacteria]	1	1
CBM50	Bacteria phylum [Proteobacteria/Firmicutes]	0.9620253164556962	0.9113924050632911
CBM50	Bacteria phylum incertae sedis	3.206857142857143	0.9794285714285714
CBM50		3.1831610044313146	0.9548005908419498
CBM51	Proteobacteria	0.014268960125097733	0.011923377638780297
CBM51	Firmicutes	0.12442798699933703	0.10238830587131931
CBM51	Candidatus Melainabacteria	0	0
CBM51	Chloroflexi	0.20096463022508038	0.20096463022508038
CBM51	Actinobacteria	0.07817055393586006	0.07598396501457726
CBM51	Spirochaetes	0	0
CBM51	Lentisphaerae	1.8461538461538463	0.7435897435897436
CBM51	Euryarchaeota	0.00202020202020202	0.00202020202020202
CBM51	Fusobacteria	0.09090909090909091	0.09090909090909091
CBM51	Synergistetes	0	0
CBM51	Tenericutes	0.04371584699453552	0.0273224043715847
CBM51	Fibrobacteres	2	1
CBM51	Elusimicrobia	0	0
CBM51	Verrucomicrobia	2.3819832402234637	0.9182960893854749
CBM51	Bacteroidetes	0.4351550301137631	0.29551639527102386
CBM51	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM51	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM51	Bacteria phylum incertae sedis	0.2914285714285714	0.24914285714285714
CBM51		0.20029542097488923	0.13884785819793205
CBM54	Proteobacteria	0.00547302580140735	0.004691164972634871
CBM54	Firmicutes	0.023591999094481186	0.01869249551283088
CBM54	Candidatus Melainabacteria	0	0
CBM54	Chloroflexi	0	0
CBM54	Actinobacteria	0.0012755102040816326	0.0010932944606413995
CBM54	Spirochaetes	0.03571428571428571	0.03571428571428571
CBM54	Lentisphaerae	0	0
CBM54	Euryarchaeota	0	0
CBM54	Fusobacteria	0	0
CBM54	Synergistetes	0	0
CBM54	Tenericutes	0	0
CBM54	Fibrobacteres	0	0
CBM54	Elusimicrobia	0	0
CBM54	Verrucomicrobia	0	0
CBM54	Bacteroidetes	1.3383894713361587e-4	1.338389471336159e-4
CBM54	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM54	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM54	Bacteria phylum incertae sedis	0	0
CBM54		0.01949778434268833	0.012998522895125554
CBM56	Proteobacteria	0	0
CBM56	Firmicutes	0.0011480684960302702	0.0010187086654916482
CBM56	Candidatus Melainabacteria	0	0
CBM56	Chloroflexi	0	0
CBM56	Actinobacteria	0	0
CBM56	Spirochaetes	0	0
CBM56	Lentisphaerae	0	0
CBM56	Euryarchaeota	0	0
CBM56	Fusobacteria	0	0
CBM56	Synergistetes	0	0
CBM56	Tenericutes	0	0
CBM56	Fibrobacteres	0	0
CBM56	Elusimicrobia	0	0
CBM56	Verrucomicrobia	0	0
CBM56	Bacteroidetes	0	0
CBM56	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM56	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM56	Bacteria phylum incertae sedis	0	0
CBM56		5.908419497784342e-4	5.908419497784342e-4
CBM57	Proteobacteria	0.0012705238467552776	0.0010750586395621578
CBM57	Firmicutes	0.007939459599307924	0.007874779684038614
CBM57	Candidatus Melainabacteria	0	0
CBM57	Chloroflexi	0.001607717041800643	0.001607717041800643
CBM57	Actinobacteria	5.466472303206997e-4	1.8221574344023323e-4
CBM57	Spirochaetes	0	0
CBM57	Lentisphaerae	1.435897435897436	0.6666666666666666
CBM57	Euryarchaeota	0	0
CBM57	Fusobacteria	0	0
CBM57	Synergistetes	0.03571428571428571	0.03571428571428571
CBM57	Tenericutes	0	0
CBM57	Fibrobacteres	0	0
CBM57	Elusimicrobia	0	0
CBM57	Verrucomicrobia	0.006983240223463687	0.004189944134078212
CBM57	Bacteroidetes	0.379433415123801	0.2717376756636181
CBM57	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM57	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM57	Bacteria phylum incertae sedis	0.027428571428571427	0.014857142857142857
CBM57		0.06971935007385524	0.0499261447562777
CBM58	Proteobacteria	0.0010750586395621578	0.0010750586395621578
CBM58	Firmicutes	9.701987290396649e-5	9.701987290396649e-5
CBM58	Candidatus Melainabacteria	0	0
CBM58	Chloroflexi	0	0
CBM58	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
CBM58	Spirochaetes	0	0
CBM58	Lentisphaerae	0	0
CBM58	Euryarchaeota	0	0
CBM58	Fusobacteria	0	0
CBM58	Synergistetes	0	0
CBM58	Tenericutes	0	0
CBM58	Fibrobacteres	0	0
CBM58	Elusimicrobia	0	0
CBM58	Verrucomicrobia	0	0
CBM58	Bacteroidetes	0.14673209904082088	0.1463751951817979
CBM58	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM58	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM58	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CBM58		0.022451994091580503	0.022451994091580503
CBM59	Proteobacteria	0	0
CBM59	Firmicutes	9.701987290396649e-5	9.701987290396649e-5
CBM59	Candidatus Melainabacteria	0	0
CBM59	Chloroflexi	0	0
CBM59	Actinobacteria	0	0
CBM59	Spirochaetes	0	0
CBM59	Lentisphaerae	0	0
CBM59	Euryarchaeota	0	0
CBM59	Fusobacteria	0	0
CBM59	Synergistetes	0	0
CBM59	Tenericutes	0	0
CBM59	Fibrobacteres	0	0
CBM59	Elusimicrobia	0	0
CBM59	Verrucomicrobia	0	0
CBM59	Bacteroidetes	0	0
CBM59	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM59	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM59	Bacteria phylum incertae sedis	0	0
CBM59		0	0
CBM6	Proteobacteria	0.001954652071931196	0.0011727912431587178
CBM6	Firmicutes	0.034150995262196206	0.022508610513720228
CBM6	Candidatus Melainabacteria	0	0
CBM6	Chloroflexi	0.3215434083601286	0.3215434083601286
CBM6	Actinobacteria	0.11916909620991253	0.11862244897959184
CBM6	Spirochaetes	0	0
CBM6	Lentisphaerae	0.1794871794871795	0.1794871794871795
CBM6	Euryarchaeota	0	0
CBM6	Fusobacteria	0	0
CBM6	Synergistetes	0	0
CBM6	Tenericutes	0	0
CBM6	Fibrobacteres	7	1
CBM6	Elusimicrobia	0	0
CBM6	Verrucomicrobia	0	0
CBM6	Bacteroidetes	0.5026990854338612	0.21980816417577514
CBM6	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM6	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM6	Bacteria phylum incertae sedis	0.32571428571428573	0.32342857142857145
CBM6		0.11048744460856721	0.06115214180206795
CBM61	Proteobacteria	0.004495699765441751	0.004202501954652072
CBM61	Firmicutes	0.17733615768963343	0.11136264411493621
CBM61	Candidatus Melainabacteria	0	0
CBM61	Chloroflexi	0	0
CBM61	Actinobacteria	0.11497813411078717	0.11497813411078717
CBM61	Spirochaetes	0.4642857142857143	0.4523809523809524
CBM61	Lentisphaerae	0	0
CBM61	Euryarchaeota	0	0
CBM61	Fusobacteria	0	0
CBM61	Synergistetes	0	0
CBM61	Tenericutes	0	0
CBM61	Fibrobacteres	0	0
CBM61	Elusimicrobia	0	0
CBM61	Verrucomicrobia	0	0
CBM61	Bacteroidetes	0.034887352219495876	0.034708900289984385
CBM61	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM61	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM61	Bacteria phylum incertae sedis	0	0
CBM61		0.10398818316100443	0.06971935007385524
CBM62	Proteobacteria	0.0024433150899139952	0.0010750586395621578
CBM62	Firmicutes	0.011981954303639863	0.010300276506637776
CBM62	Candidatus Melainabacteria	0	0
CBM62	Chloroflexi	0.3215434083601286	0.3215434083601286
CBM62	Actinobacteria	0	0
CBM62	Spirochaetes	0	0
CBM62	Lentisphaerae	0	0
CBM62	Euryarchaeota	0.00202020202020202	0.00202020202020202
CBM62	Fusobacteria	0	0
CBM62	Synergistetes	0	0
CBM62	Tenericutes	0	0
CBM62	Fibrobacteres	0	0
CBM62	Elusimicrobia	0	0
CBM62	Verrucomicrobia	0	0
CBM62	Bacteroidetes	0.7809502565246487	0.3536024983270132
CBM62	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM62	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM62	Bacteria phylum incertae sedis	0.011428571428571429	0.008
CBM62		0.1273264401772526	0.06706056129985229
CBM63	Proteobacteria	9.773260359655981e-5	9.773260359655981e-5
CBM63	Firmicutes	0.0012127484112995812	0.0012127484112995812
CBM63	Candidatus Melainabacteria	0	0
CBM63	Chloroflexi	0	0
CBM63	Actinobacteria	0	0
CBM63	Spirochaetes	0.05357142857142857	0.05357142857142857
CBM63	Lentisphaerae	0	0
CBM63	Euryarchaeota	0	0
CBM63	Fusobacteria	0	0
CBM63	Synergistetes	0	0
CBM63	Tenericutes	0	0
CBM63	Fibrobacteres	0	0
CBM63	Elusimicrobia	0	0
CBM63	Verrucomicrobia	0	0
CBM63	Bacteroidetes	0	0
CBM63	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM63	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM63	Bacteria phylum incertae sedis	0	0
CBM63		5.908419497784342e-4	5.908419497784342e-4
CBM65	Proteobacteria	4.88663017982799e-4	4.88663017982799e-4
CBM65	Firmicutes	0.07194023575829116	0.048671636240156524
CBM65	Candidatus Melainabacteria	0	0
CBM65	Chloroflexi	0	0
CBM65	Actinobacteria	0	0
CBM65	Spirochaetes	0	0
CBM65	Lentisphaerae	0	0
CBM65	Euryarchaeota	0	0
CBM65	Fusobacteria	0	0
CBM65	Synergistetes	0	0
CBM65	Tenericutes	0	0
CBM65	Fibrobacteres	0	0
CBM65	Elusimicrobia	0	0
CBM65	Verrucomicrobia	0	0
CBM65	Bacteroidetes	1.3383894713361587e-4	1.338389471336159e-4
CBM65	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM65	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM65	Bacteria phylum incertae sedis	0	0
CBM65		0.04254062038404727	0.028360413589364846
CBM66	Proteobacteria	5.863956215793589e-4	5.863956215793589e-4
CBM66	Firmicutes	0.022136701000921688	0.02076225280144883
CBM66	Candidatus Melainabacteria	0	0
CBM66	Chloroflexi	0	0
CBM66	Actinobacteria	3.6443148688046647e-4	3.6443148688046647e-4
CBM66	Spirochaetes	0	0
CBM66	Lentisphaerae	0	0
CBM66	Euryarchaeota	0.00202020202020202	0.00202020202020202
CBM66	Fusobacteria	0	0
CBM66	Synergistetes	0	0
CBM66	Tenericutes	0	0
CBM66	Fibrobacteres	0	0
CBM66	Elusimicrobia	0	0
CBM66	Verrucomicrobia	0	0
CBM66	Bacteroidetes	0.05741690832032122	0.05688155253178675
CBM66	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM66	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM66	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CBM66		0.01536189069423929	0.01536189069423929
CBM67	Proteobacteria	0.07017200938232994	0.028635652853792024
CBM67	Firmicutes	0.4297656970069369	0.2031919538185405
CBM67	Candidatus Melainabacteria	0	0
CBM67	Chloroflexi	3.472668810289389	0.9356913183279743
CBM67	Actinobacteria	0.08217930029154519	0.08090379008746355
CBM67	Spirochaetes	0	0
CBM67	Lentisphaerae	9.41025641025641	1
CBM67	Euryarchaeota	0	0
CBM67	Fusobacteria	0	0
CBM67	Synergistetes	0	0
CBM67	Tenericutes	0.09836065573770492	0.06557377049180328
CBM67	Fibrobacteres	0	0
CBM67	Elusimicrobia	0	0
CBM67	Verrucomicrobia	0.2849162011173184	0.07891061452513966
CBM67	Bacteroidetes	2.0302922150345752	0.6661610528663842
CBM67	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM67	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM67	Bacteria phylum incertae sedis	1.1428571428571428	0.3177142857142857
CBM67		0.6064992614475628	0.2413589364844904
CBM68	Proteobacteria	0	0
CBM68	Firmicutes	0.0037999450220720216	0.0035573953398121048
CBM68	Candidatus Melainabacteria	0	0
CBM68	Chloroflexi	0	0
CBM68	Actinobacteria	0	0
CBM68	Spirochaetes	0	0
CBM68	Lentisphaerae	0	0
CBM68	Euryarchaeota	0	0
CBM68	Fusobacteria	0	0
CBM68	Synergistetes	0	0
CBM68	Tenericutes	0	0
CBM68	Fibrobacteres	0	0
CBM68	Elusimicrobia	0	0
CBM68	Verrucomicrobia	0	0
CBM68	Bacteroidetes	0	0
CBM68	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM68	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM68	Bacteria phylum incertae sedis	0	0
CBM68		5.908419497784342e-4	5.908419497784342e-4
CBM69	Proteobacteria	0.0418295543393276	0.04163408913213448
CBM69	Firmicutes	3.2339957634655497e-5	3.2339957634655497e-5
CBM69	Candidatus Melainabacteria	0	0
