Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Environmental_package,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR912103,WGS,196,5965826910,PRJEB9576,SAMEA3449298,4624466468,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991233,SAMEA3449298,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030733-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449298,YSZC12003_36982,Illumina,ERP010700,YSZC12003_36982
ERR912104,WGS,196,7318751359,PRJEB9576,SAMEA3449299,5604898550,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991234,SAMEA3449299,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030738-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449299,YSZC12003_37097,Illumina,ERP010700,YSZC12003_37097
ERR912105,WGS,196,7209259960,PRJEB9576,SAMEA3449300,5548271649,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991235,SAMEA3449300,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000060-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449300,YSZC12003_37100,Illumina,ERP010700,YSZC12003_37100
ERR912106,WGS,196,8428842118,PRJEB9576,SAMEA3449301,6546105719,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991236,SAMEA3449301,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030751-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449301,YSZC12003_37126,Illumina,ERP010700,YSZC12003_37126
ERR912107,WGS,196,7332371425,PRJEB9576,SAMEA3449302,5683909881,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991237,SAMEA3449302,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000072-66,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449302,YSZC12003_37176,Illumina,ERP010700,YSZC12003_37176
ERR912108,WGS,195,7679342823,PRJEB9576,SAMEA3449303,6005813134,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991238,SAMEA3449303,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000080-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449303,YSZC12003_37182R1,Illumina,ERP010700,YSZC12003_37182R1
ERR912109,WGS,195,6811607858,PRJEB9576,SAMEA3449304,5312572487,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991239,SAMEA3449304,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000076-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449304,YSZC12003_37197R1,Illumina,ERP010700,YSZC12003_37197R1
ERR912110,WGS,197,6898937613,PRJEB9576,SAMEA3449305,5166464996,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991240,SAMEA3449305,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000077-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449305,YSZC12003_37200R1,Illumina,ERP010700,YSZC12003_37200R1
ERR912111,WGS,196,6430429376,PRJEB9576,SAMEA3449306,4982355097,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991241,SAMEA3449306,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000064-41,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449306,YSZC12003_37202R1,Illumina,ERP010700,YSZC12003_37202R1
ERR912112,WGS,197,7237763126,PRJEB9576,SAMEA3449307,5416909120,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991242,SAMEA3449307,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030736-100,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449307,YSZC12003_37204,Illumina,ERP010700,YSZC12003_37204
ERR912113,WGS,196,6706100846,PRJEB9576,SAMEA3449308,5118170940,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991243,SAMEA3449308,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000056-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449308,YSZC12003_37205,Illumina,ERP010700,YSZC12003_37205
ERR912114,WGS,196,7038089767,PRJEB9576,SAMEA3449309,5415439567,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991244,SAMEA3449309,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000066-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449309,YSZC12003_37207R1,Illumina,ERP010700,YSZC12003_37207R1
ERR912115,WGS,196,7324256458,PRJEB9576,SAMEA3449310,5598657942,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991245,SAMEA3449310,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030742-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449310,YSZC12003_37222,Illumina,ERP010700,YSZC12003_37222
ERR912116,WGS,196,8216924349,PRJEB9576,SAMEA3449311,6127318179,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991246,SAMEA3449311,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000047-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449311,YSZC12003_37228,Illumina,ERP010700,YSZC12003_37228
ERR912117,WGS,195,8157615727,PRJEB9576,SAMEA3449312,6262422412,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991247,SAMEA3449312,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030749-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449312,YSZC12003_37255,Illumina,ERP010700,YSZC12003_37255
ERR912118,WGS,195,7268765017,PRJEB9576,SAMEA3449313,5648946092,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991248,SAMEA3449313,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000069-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449313,YSZC12003_37264,Illumina,ERP010700,YSZC12003_37264
ERR912119,WGS,196,5798569729,PRJEB9576,SAMEA3449314,4396415043,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991249,SAMEA3449314,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000001-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449314,YSZC12003_37276,Illumina,ERP010700,YSZC12003_37276
ERR912120,WGS,193,7006126745,PRJEB9576,SAMEA3449315,5675625543,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991250,SAMEA3449315,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000013-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449315,YSZC12003_37284,Illumina,ERP010700,YSZC12003_37284
ERR912121,WGS,195,6557946626,PRJEB9576,SAMEA3449316,5083774337,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991251,SAMEA3449316,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000059-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449316,YSZC12003_37293,Illumina,ERP010700,YSZC12003_37293
ERR912122,WGS,196,5591200733,PRJEB9576,SAMEA3449317,4205232864,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991252,SAMEA3449317,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000035-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449317,YSZC12003_37878,Illumina,ERP010700,YSZC12003_37878
ERR912123,WGS,193,7752173878,PRJEB9576,SAMEA3449318,6063543242,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991253,SAMEA3449318,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030636-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449318,YSZC12003_35390,Illumina,ERP010700,YSZC12003_35390
ERR912124,WGS,194,7316437952,PRJEB9576,SAMEA3449319,5821774711,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991254,SAMEA3449319,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000115-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449319,YSZC12003_35505,Illumina,ERP010700,YSZC12003_35505
ERR912125,WGS,194,7123388908,PRJEB9576,SAMEA3449320,5629295400,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991255,SAMEA3449320,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000111-100,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449320,YSZC12003_35506,Illumina,ERP010700,YSZC12003_35506
ERR912126,WGS,194,5874561160,PRJEB9576,SAMEA3449321,4584434353,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991256,SAMEA3449321,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030689-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449321,YSZC12003_35511,Illumina,ERP010700,YSZC12003_35511
ERR912127,WGS,195,7166108973,PRJEB9576,SAMEA3449322,5590897227,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991257,SAMEA3449322,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030665-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449322,YSZC12003_35564,Illumina,ERP010700,YSZC12003_35564
ERR912128,WGS,194,6939933385,PRJEB9576,SAMEA3449323,5367608357,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991258,SAMEA3449323,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030663-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449323,YSZC12003_35629,Illumina,ERP010700,YSZC12003_35629
ERR912129,WGS,194,6368573755,PRJEB9576,SAMEA3449324,4948725275,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991259,SAMEA3449324,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030677-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449324,YSZC12003_35636,Illumina,ERP010700,YSZC12003_35636
ERR912130,WGS,193,6491455295,PRJEB9576,SAMEA3449325,5090801659,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991260,SAMEA3449325,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000082-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449325,YSZC12003_35654,Illumina,ERP010700,YSZC12003_35654
ERR912131,WGS,195,7192462224,PRJEB9576,SAMEA3449326,5586701019,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991261,SAMEA3449326,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000122-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449326,YSZC12003_35698,Illumina,ERP010700,YSZC12003_35698
ERR912132,WGS,195,6705870085,PRJEB9576,SAMEA3449327,5192670093,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991262,SAMEA3449327,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030724-86,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449327,YSZC12003_35734,Illumina,ERP010700,YSZC12003_35734
ERR912133,WGS,195,7162433071,PRJEB9576,SAMEA3449328,5664871329,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991263,SAMEA3449328,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030719-79,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449328,YSZC12003_35990,Illumina,ERP010700,YSZC12003_35990
ERR912134,WGS,195,9024296139,PRJEB9576,SAMEA3449329,7096634122,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991264,SAMEA3449329,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000100-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449329,YSZC12003_36007,Illumina,ERP010700,YSZC12003_36007
ERR912135,WGS,194,6891308250,PRJEB9576,SAMEA3449330,5468049800,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991265,SAMEA3449330,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030721-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449330,YSZC12003_36012,Illumina,ERP010700,YSZC12003_36012
ERR912136,WGS,194,8725282171,PRJEB9576,SAMEA3449331,6783686088,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991266,SAMEA3449331,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030728-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449331,YSZC12003_36052,Illumina,ERP010700,YSZC12003_36052
ERR912137,WGS,194,7370861959,PRJEB9576,SAMEA3449332,5720956449,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991267,SAMEA3449332,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030725-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449332,YSZC12003_36055,Illumina,ERP010700,YSZC12003_36055
ERR912138,WGS,194,7554872331,PRJEB9576,SAMEA3449333,5911249216,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991268,SAMEA3449333,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030734-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449333,YSZC12003_36702,Illumina,ERP010700,YSZC12003_36702
ERR912139,WGS,194,8482145993,PRJEB9576,SAMEA3449334,6563147738,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991269,SAMEA3449334,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030745-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449334,YSZC12003_37102,Illumina,ERP010700,YSZC12003_37102
ERR912140,WGS,192,7237835184,PRJEB9576,SAMEA3449335,5710421155,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991270,SAMEA3449335,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000048-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449335,YSZC12003_37103,Illumina,ERP010700,YSZC12003_37103
