genus	familyGroup	numberCAZyGenes	numberCAZyGenesSD	numberUniqueCAZyFamilies	numberUniqueCAZyFamiliesSD	N
Sphaerochaeta	GT	7.181818181818182	0	4.363636363636363	0	1
Spirochaetaceae gen. incertae sedis	CBM	1	0	1	0	2
Spirochaetaceae gen. incertae sedis	CE	5.5	2.1213203435596424	4	1.4142135623730951	2
Spirochaetaceae gen. incertae sedis	GH	23.5	9.192388155425117	15	4.242640687119285	2
Spirochaetaceae gen. incertae sedis	GT	6	0	4.5	0.7071067811865476	2
Spirochaetaceae gen. incertae sedis	PL	3	0	4	0	2
Sporolactobacillus	CBM	10	0	3	0	1
Sporolactobacillus	CE	7	0	3	0	1
Sporolactobacillus	GH	36	0	24	0	1
Sporolactobacillus	GT	29	0	10	0	1
Sporomusaceae gen. incertae sedis	CBM	4	2.8284271247461903	2.5	0.7071067811865476	2
Sporomusaceae gen. incertae sedis	CE	10	0	3	0	2
Sporomusaceae gen. incertae sedis	GH	14.5	2.1213203435596424	11.5	0.7071067811865476	2
Sporomusaceae gen. incertae sedis	GT	31	15.556349186104045	11	2.8284271247461903	2
Staphylococcaceae gen. [Staphylococcus/Gemella]	CBM	3	0	2	0	1
Staphylococcaceae gen. [Staphylococcus/Gemella]	CE	7	0	4	0	1
Staphylococcaceae gen. [Staphylococcus/Gemella]	GH	6	0	7	0	1
Staphylococcaceae gen. [Staphylococcus/Gemella]	GT	31	0	9	0	1
Staphylococcus	CBM	4.8864492496750564	0.9257142339006041	1.3025152625152625	0.4750236855855528	15
Staphylococcus	CE	5.093449131513648	1.4118815149560309	3.3441451022096182	0.7947878437575304	15
Staphylococcus	GH	13.828401276143211	3.8647249941820054	9.047008547008547	2.0103437006041323	15
Staphylococcus	GT	15.879950766079798	4.678849032399207	5.29992673992674	0.5819061038823986	15
Staphylococcus	PL	1.0603448275862069	0.12068965517241381	1	0	4
Stenotrophomonas	CBM	11.92831541218638	1.442196993972143	4.279569892473118	0.6291011817767773	3
Stenotrophomonas	CE	15.612903225806452	1.2039650068723566	4.365591397849462	0.5515405850852543	3
Stenotrophomonas	GH	38.340501792114694	4.623860127189844	24.810035842293907	3.9432371674415823	3
Stenotrophomonas	GT	29.695340501792113	3.7957192319255326	11.329749103942651	1.2063314937103573	3
Stenotrophomonas	PL	2.0357142857142856	0.9469338273973466	2.7142857142857144	1.4498416521560313	3
Stomatobaculum	CBM	4	0	2	0	1
Stomatobaculum	CE	2	0	2	0	1
Stomatobaculum	GH	9	0	7	0	1
Stomatobaculum	GT	23	0	8	0	1
Streptococcus	CBM	8.384814966072595	2.128673404238822	5.003290453152659	1.3466716618193386	32
Streptococcus	CE	6.19382362897281	1.7247081894198093	3.569464847805074	0.7940995164938532	32
Streptococcus	GH	26.9473625130205	6.321281454330775	19.945064527495397	4.963211220715181	32
Streptococcus	GT	19.689052446414088	4.167591603042332	7.539718955436484	0.9179800974100246	32
Streptococcus	PL	1.4953703703703705	0.4949591578112628	1.4398148148148149	0.5217122214164708	9
Streptomyces	CBM	15	0	5	0	1
Streptomyces	CE	11	0	4	0	1
Streptomyces	GH	68	0	35	0	1
Streptomyces	GT	63	0	12	0	1
Streptomyces	PL	3	0	2	0	1
Subdoligranulum	CBM	4.5245098039215685	4.915085371188845	2.519607843137255	2.0935906658660524	2
Subdoligranulum	CE	6.509009009009009	3.522793243208656	2.509009009009009	0.6943661184624658	2
Subdoligranulum	GH	32.288990825688074	43.431925688476476	14.6651376146789	18.85834323769994	2
Subdoligranulum	GT	32.7027027027027	42.846848741087555	6.653153153153153	6.147369764369535	2
Succinatimonas	CBM	7	2	2.6666666666666665	0.5773502691896257	3
Succinatimonas	CE	2.6666666666666665	1.1547005383792515	2.3333333333333335	0.5773502691896257	3
Succinatimonas	GH	13.666666666666666	1.5275252316519468	9.833333333333334	0.28867513459481287	3
Succinatimonas	GT	20	1	12.166666666666666	0.28867513459481287	3
Succinivibrio	CBM	8.772108843537415	0	4.023809523809524	0	1
Succinivibrio	CE	3.8401360544217686	0	2.7823129251700682	0	1
Succinivibrio	GH	21.472789115646258	0	15.931972789115646	0	1
Succinivibrio	GT	18.48639455782313	0	9.540816326530612	0	1
Succinivibrionaceae gen. [Succinatimonas/Succinivibrio]	CBM	8.851851851851851	0	3.925925925925926	0	1
Succinivibrionaceae gen. [Succinatimonas/Succinivibrio]	CE	4.296296296296297	0	3.2962962962962963	0	1
Succinivibrionaceae gen. [Succinatimonas/Succinivibrio]	GH	24.925925925925927	0	19.333333333333332	0	1
Succinivibrionaceae gen. [Succinatimonas/Succinivibrio]	GT	18.22222222222222	0	9.777777777777779	0	1
Succinivibrionaceae gen. incertae sedis	CBM	6.93968253968254	2.11246406103656	2.5619047619047617	0.5261419930260242	7
Succinivibrionaceae gen. incertae sedis	CE	2.4317460317460315	0.9743084193126746	2	0.5773502691896257	7
Succinivibrionaceae gen. incertae sedis	GH	20.452380952380953	7.651382279931568	13.425396825396826	4.721118451768193	7
Succinivibrionaceae gen. incertae sedis	GT	20.11111111111111	4.6000536765521005	11.619047619047619	0.7559289460184544	7
Sutterella	CBM	2.4929020914387676	0.7469015688132405	1.070692323908367	0.25282292741178625	30
Sutterella	CE	2.1054759305713264	0.8847871475563555	1.8381347083178579	0.5961528098544192	30
Sutterella	GH	6.350526224392578	1.1140415842718583	4.8373826174070516	1.2630439737094068	30
Sutterella	GT	14.24287544358914	2.2641407217861813	8.633068253767316	0.9598575576954493	30
Sutterella	PL	1.003076923076923	0.011094003924504593	1.003076923076923	0.011094003924504593	13
Sutterellaceae gen. incertae sedis	CBM	2.302247706422018	0.45559975030769156	1	0	5
Sutterellaceae gen. incertae sedis	CE	1.6668067226890757	0.46000152746267003	1.6651260504201681	0.46267067669541606	5
Sutterellaceae gen. incertae sedis	GH	5.905290519877676	1.7534616379000079	4.571009174311927	0.8235248421015936	5
Sutterellaceae gen. incertae sedis	GT	12.7665749235474	2.3529776050510915	8.563593272171254	0.7397869568400905	5
Sutterellaceae gen. incertae sedis	PL	1	0	1	0	2
Synergistaceae gen. incertae sedis	CBM	1	0	1	0	3
Synergistaceae gen. incertae sedis	CE	2.6666666666666665	1.1547005383792515	2.3333333333333335	0.5773502691896257	3
Synergistaceae gen. incertae sedis	GH	6	1	5	2	3
Synergistaceae gen. incertae sedis	GT	12.333333333333334	3.5118845842842465	9	1	3
Synergistes	CBM	2	0	1.875	0	1
Synergistes	CE	3	0	2.125	0	1
Synergistes	GH	9	0	8.125	0	1
Synergistes	GT	19	0	11	0	1
Tenericutes gen. incertae sedis	CBM	4.583333333333333	0	2.5833333333333335	0	1
Tenericutes gen. incertae sedis	CE	2.6666666666666665	0	2.5833333333333335	0	1
Tenericutes gen. incertae sedis	GH	36.833333333333336	0	25.25	0	1
Tenericutes gen. incertae sedis	GT	12.833333333333334	0	4.083333333333333	0	1
Tenericutes gen. incertae sedis	PL	1	0	1	0	1
Terrisporobacter	CBM	4.5	1.5	3.5	0.5	3
Terrisporobacter	CE	13.5	1.3228756555322954	2.3333333333333335	0.5773502691896257	3
Terrisporobacter	GH	21.166666666666668	8.005206639015219	11.833333333333334	3.013856886670854	3
Terrisporobacter	GT	32.166666666666664	3.547299442298794	7.333333333333333	0.5773502691896257	3
Terrisporobacter	PL	1	0	1	0	1
Tessaracoccus	CBM	18	0	5	0	1
Tessaracoccus	CE	9	0	4	0	1
Tessaracoccus	GH	56	0	36	0	1
Tessaracoccus	GT	50	0	8	0	1
Thalassobacillus	CBM	19	0	5	0	1
Thalassobacillus	CE	14	0	5	0	1
Thalassobacillus	GH	42	0	22	0	1
Thalassobacillus	GT	26	0	9	0	1
Thalassobacillus	PL	1	0	1	0	1
Thermoplasmata gen. incertae sedis	CE	1.25	0.5	1	0	4
Thermoplasmata gen. incertae sedis	GT	12.75	4.7871355387816905	3.5	0.5773502691896257	4
Timonella	CBM	9	0	5	0	1
Timonella	CE	6	0	4	0	1
Timonella	GH	44	0	30	0	1
Timonella	GT	20	0	7	0	1
Tissierellaceae gen. incertae sedis	CBM	11	0	2	0	1
Tissierellaceae gen. incertae sedis	CE	17	0	2	0	1
Tissierellaceae gen. incertae sedis	GH	7	0	6	0	1
Tissierellaceae gen. incertae sedis	GT	15	0	6	0	1
Tissierellia gen. incertae sedis	CBM	1.6666666666666667	1.1547005383792515	1.3333333333333333	0.5773502691896257	3
Tissierellia gen. incertae sedis	CE	2.4305555555555554	0.3734536016596875	2	0	3
Tissierellia gen. incertae sedis	GH	4.87962962962963	3.569021087445932	4.837962962962963	3.606843988817756	3
Tissierellia gen. incertae sedis	GT	8.24537037037037	2.3979291691815092	5.912037037037037	0.25471379080516504	3
Treponema	CBM	12.158954248366014	2.719560239156248	4.485359477124183	1.1147899727423662	12
Treponema	CE	2.488562091503268	1.8800390251544858	1.7450980392156863	0.7521943711732665	12
Treponema	GH	35.0735294117647	8.440686829642111	23.28908496732026	5.97882407152134	12
Treponema	GT	26.312614379084966	6.358740624039862	9.420718954248366	0.8865743318412673	12
Treponema	PL	10	0	6	0	1
Turicibacter	CBM	10.972222222222221	2.553441154284756	7.305555555555555	2.082036633493724	2
Turicibacter	CE	13.833333333333332	7.306770072260991	4.611111111111111	1.3356461422412564	2
Turicibacter	GH	45.52777777777777	8.995969605095521	25.27777777777778	7.935309433315699	2
Turicibacter	GT	30.75	2.946278254943949	8.333333333333332	0.47140452079103123	2
Turicibacter	PL	1.75	0.3535533905932738	1.75	0.3535533905932738	2
Tyzzerella	CBM	16.51388888888889	8.269220968876015	4.9375	1.5615274751202926	2
Tyzzerella	CE	5.982638888888889	0.505777767098711	2.1527777777777777	0.21606040536255605	2
Tyzzerella	GH	32.71527777777778	36.66152241901919	20.20138888888889	19.376689990014697	2
Tyzzerella	GT	19.385416666666668	9.08926841650208	7.423611111111111	0.10803020268127803	2
Tyzzerella	PL	1.1666666666666665	0.23570226039551578	1.2222222222222223	0.31426968052735443	2
Urmitella	CBM	8.75	0	4.25	0	1
Urmitella	CE	4	0	3	0	1
Urmitella	GH	27.25	0	23.25	0	1
Urmitella	GT	18	0	5.75	0	1
Vagococcus	CBM	5.5	0.7071067811865476	2.5	0.7071067811865476	2
Vagococcus	CE	7	0	3.5	0.7071067811865476	2
Vagococcus	GH	23	1.4142135623730951	13.5	2.1213203435596424	2
Vagococcus	GT	13.5	2.1213203435596424	5	0	2
Vagococcus	PL	1	0	1	0	2
Varibaculum	CBM	6.511111111111111	3.4133723956098185	2.5185185185185186	1.0015420209622192	9
Varibaculum	CE	4.437037037037037	2.5630084560295567	2.8222222222222224	0.6200358412579425	9
Varibaculum	GH	19.833333333333332	7.158910531638177	16.8	4.545327270945404	9
Varibaculum	GT	16.951851851851853	3.3559694373157707	6.166666666666667	0.5	9
Veillonella	CBM	1.4488752793100619	0.5567166351100882	1.1653906479993437	0.2857115768526147	15
Veillonella	CE	3.0611057919488975	0.5717525762855719	2.1874477252946063	0.31741483559787553	15
Veillonella	GH	4.492608741031843	1.0564808731722806	4.004337150703248	1.423343757751504	15
Veillonella	GT	17.257913009441168	2.0540732209359462	9.46001234692282	1.082391675155502	15
Veillonella	PL	1.125	0.25	2.0625	0.125	4
Veillonellaceae gen. incertae sedis	CBM	2.2533333333333334	1.1492993034405306	1.9752380952380952	0.8948479392986946	5
Veillonellaceae gen. incertae sedis	CE	5.4904761904761905	1.9696967318395746	3.277142857142857	0.6423490055242237	5
Veillonellaceae gen. incertae sedis	GH	3.8628571428571425	2.2163953084378485	4.545714285714285	2.826882612724209	5
Veillonellaceae gen. incertae sedis	GT	19.260952380952382	4.887837652387789	10.41047619047619	1.8785228432367695	5
Verrucomicrobia gen. incertae sedis	CBM	11.246109554933085	4.462726468941602	3.7712418300653594	1.5672481681130375	9
Verrucomicrobia gen. incertae sedis	CE	9.325604315800394	4.731245098841897	5.175485008818342	0.7321772096346171	9
Verrucomicrobia gen. incertae sedis	GH	75.22351903724453	45.68793643714501	29.098532005394752	5.96711566537384	9
Verrucomicrobia gen. incertae sedis	GT	18.36899574644673	6.966627868885377	9.955233945430024	1.0205939907139212	9
Verrucomicrobia gen. incertae sedis	PL	1.7064509564509565	0.7665386443351365	1.5953398453398453	0.7907625076361419	9
Verrucomicrobiales gen. incertae sedis	CBM	8.5	0	3	0	1
Verrucomicrobiales gen. incertae sedis	CE	5	0	3	0	1
Verrucomicrobiales gen. incertae sedis	GH	27.5	0	20	0	1
Verrucomicrobiales gen. incertae sedis	GT	38.5	0	12.5	0	1
Verrucomicrobiales gen. incertae sedis	PL	1	0	1	0	1
Vibrio	CBM	21.52246938546231	1.9476021012485167	8.726744186046512	1.369642075836051	6
Vibrio	CE	5.8065947646331875	1.332426497993069	4.3178856308279965	1.2133560164551422	6
Vibrio	GH	44.65501067295809	6.250234965641339	31.148494551174025	4.018827671061478	6
Vibrio	GT	24.91554319739355	4.5936967116368415	10.478008088978767	1.163512491938152	6
Vibrio	PL	3.0955882352941178	1.4917811165361958	3.014705882352941	1.3724614818023644	6
Virgibacillus	CBM	14	0	3	0	1
Virgibacillus	CE	15	0	5	0	1
Virgibacillus	GH	45	0	26	0	1
Virgibacillus	GT	23	0	6	0	1
Virgibacillus	PL	2	0	2	0	1
Vitreoscilla	CBM	6	0	1	0	1
Vitreoscilla	CE	4	0	3	0	1
Vitreoscilla	GH	9	0	6	0	1
Vitreoscilla	GT	23	0	12	0	1
Weissella	CBM	10.489583333333334	3.3083044709068457	2.0625	0.9213893494789992	4
Weissella	CE	2.71875	1.5219744577357401	1.75	0.9574271077563381	4
Weissella	GH	18.708333333333332	8.800647072169687	11.625	4.3851073723076235	4
Weissella	GT	20.40625	5.34962518157425	7.291666666666666	0.583333333333333	4
Xanthomonas	CBM	7	0	2	0	1
Xanthomonas	CE	16	0	5	0	1
Xanthomonas	GH	20	0	13	0	1
Xanthomonas	GT	32	0	11	0	1
Yersinia	CBM	11.165031397174255	1.2479606468680202	4.088697017268446	0.6901561760584731	7
Yersinia	CE	8.923207744636317	1.8814637192923127	4.877551020408164	0.6970714806775237	7
Yersinia	GH	40.63461538461539	4.448269947146019	26.43635531135531	2.5639345755410257	7
Yersinia	GT	34.54637624280481	2.6271000747737703	15.437401883830455	1.115862648024214	7
Yersinia	PL	6.720238095238095	1.637012983435534	6.482142857142857	1.4513437943932546	7
Yokenella	CBM	15	0	4	0	1
Yokenella	CE	8	0	5	0	1
Yokenella	GH	58	0	33	0	1
Yokenella	GT	40	0	17	0	1
